total_incidents,service_radius_mi,service_radius_m,num_candidates,num_sectors,ip_status,mip_gap,objective_z,incidents_covered,coverage_pct_count,maximal_covering_obj,coverage_pct_weighted,maximal_backup_obj,total_weight,runtime_seconds
997488,2.0,3218.7,21,21,N/A (Existing Baseline Setup),0.0,1821439.0,577018,57.85,1821439.0,57.87,2374839.0,3147705.0,32.3
